,CustomerName,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
0,CS1112,323,15,1012,41.17,28.31,28.31,1.51,Lost Customers
1,CS1113,92,20,1490,88.44,63.59,63.59,3.37,Medium Value Customer
2,CS1114,1,19,1432,98.83,56.47,56.47,3.14,Medium Value Customer
3,CS1115,214,22,1659,76.33,76.89,76.89,3.84,Medium Value Customer
4,CS1116,465,13,857,8.45,17.32,17.32,0.8,Lost Customers
5,CS1117,397,17,1185,18.78,41.88,41.88,1.92,Low Value Customers
6,CS1118,264,15,1011,69.16,28.31,28.31,1.72,Low Value Customers
7,CS1119,214,15,1158,76.33,28.31,28.31,1.78,Low Value Customers
8,CS1120,92,24,1677,88.44,86.57,86.57,4.34,High value Customer
9,CS1121,276,26,1524,66.37,93.1,93.1,4.45,High value Customer
10,CS1122,304,16,1156,51.83,34.8,34.8,1.87,Low Value Customers
11,CS1123,371,19,1331,25.71,56.47,56.47,2.59,Low Value Customers
12,CS1124,305,18,1127,51.16,49.21,49.21,2.48,Low Value Customers
13,CS1125,287,12,885,57.68,12.74,12.74,0.97,Lost Customers
14,CS1126,441,19,1165,11.14,56.47,56.47,2.48,Low Value Customers
15,CS1127,215,24,1676,75.29,86.57,86.57,4.24,High value Customer
16,CS1128,337,26,1921,38.69,93.1,93.1,4.25,High value Customer
17,CS1129,368,12,853,26.79,12.74,12.74,0.74,Lost Customers
18,CS1130,1,19,1185,98.83,56.47,56.47,3.14,Medium Value Customer
19,CS1131,282,14,998,61.61,22.55,22.55,1.42,Lost Customers
20,CS1132,289,16,1074,56.16,34.8,34.8,1.9,Low Value Customers
21,CS1133,285,19,1413,59.23,56.47,56.47,2.84,Low Value Customers
22,CS1134,371,16,1166,25.71,34.8,34.8,1.67,Low Value Customers
23,CS1135,581,20,1267,2.09,63.59,63.59,2.72,Low Value Customers
24,CS1136,289,20,1339,56.16,63.59,63.59,3.12,Medium Value Customer
25,CS1137,317,20,1380,43.79,63.59,63.59,3.03,Medium Value Customer
26,CS1138,62,24,1863,91.86,86.57,86.57,4.37,High value Customer
27,CS1139,373,18,1245,25.02,49.21,49.21,2.28,Low Value Customers
28,CS1140,290,20,1434,55.4,63.59,63.59,3.12,Medium Value Customer
29,CS1141,315,25,1778,44.88,90.27,90.27,4.17,High value Customer
30,CS1142,367,22,1847,27.16,76.89,76.89,3.47,Medium Value Customer
31,CS1143,367,16,1255,27.16,34.8,34.8,1.68,Low Value Customers
32,CS1144,388,18,1222,20.97,49.21,49.21,2.25,Low Value Customers
33,CS1145,404,27,1967,17.48,95.23,95.23,4.18,High value Customer
34,CS1146,91,16,1117,89.72,34.8,34.8,2.15,Low Value Customers
35,CS1147,0,15,1004,100.0,28.31,28.31,1.95,Low Value Customers
36,CS1148,345,25,1733,35.16,90.27,90.27,4.1,High value Customer
37,CS1149,334,25,1768,40.25,90.27,90.27,4.14,High value Customer
38,CS1150,351,14,1075,32.58,22.55,22.55,1.2,Lost Customers
39,CS1151,288,16,1040,56.91,34.8,34.8,1.91,Low Value Customers
40,CS1152,61,20,1457,93.04,63.59,63.59,3.4,Medium Value Customer
41,CS1153,62,18,1274,91.86,49.21,49.21,2.78,Low Value Customers
42,CS1154,123,23,1436,85.19,82.07,82.07,4.13,High value Customer
43,CS1155,418,19,1317,14.84,56.47,56.47,2.51,Low Value Customers
44,CS1156,153,20,1445,83.11,63.59,63.59,3.33,Medium Value Customer
45,CS1157,215,21,1427,75.29,70.65,70.65,3.57,Medium Value Customer
46,CS1158,435,18,1159,11.91,49.21,49.21,2.18,Low Value Customers
47,CS1159,123,22,1439,85.19,76.89,76.89,3.91,Medium Value Customer
48,CS1160,306,20,1380,50.43,63.59,63.59,3.08,Medium Value Customer
49,CS1161,0,22,1389,100.0,76.89,76.89,4.02,High value Customer
50,CS1162,281,24,1815,62.34,86.57,86.57,4.15,High value Customer
51,CS1163,184,18,1290,78.25,49.21,49.21,2.68,Low Value Customers
52,CS1164,279,26,2037,64.07,93.1,93.1,4.44,High value Customer
53,CS1165,356,20,1335,30.75,63.59,63.59,2.93,Low Value Customers
54,CS1166,435,19,1507,11.91,56.47,56.47,2.49,Low Value Customers
55,CS1167,381,16,1132,22.75,34.8,34.8,1.65,Low Value Customers
56,CS1168,373,14,916,25.02,22.55,22.55,1.15,Lost Customers
57,CS1169,348,18,1175,33.74,49.21,49.21,2.34,Low Value Customers
58,CS1170,265,18,1272,68.33,49.21,49.21,2.6,Low Value Customers
59,CS1171,263,22,1555,70.02,76.89,76.89,3.79,Medium Value Customer
60,CS1172,426,18,1306,13.49,49.21,49.21,2.19,Low Value Customers
61,CS1173,32,21,1429,94.33,70.65,70.65,3.71,Medium Value Customer
62,CS1174,285,23,1554,59.23,82.07,82.07,3.93,Medium Value Customer
63,CS1175,314,17,1106,45.49,41.88,41.88,2.12,Low Value Customers
64,CS1176,32,18,1401,94.33,49.21,49.21,2.8,Low Value Customers
65,CS1177,184,17,1310,78.25,41.88,41.88,2.37,Low Value Customers
66,CS1178,293,22,1535,53.28,76.89,76.89,3.67,Medium Value Customer
67,CS1179,308,29,2091,49.05,98.05,98.05,4.53,Top Customers
68,CS1180,316,23,1637,44.33,82.07,82.07,3.82,Medium Value Customer
69,CS1181,319,27,1893,42.71,95.23,95.23,4.37,High value Customer
70,CS1182,489,24,1749,6.04,86.57,86.57,3.72,Medium Value Customer
71,CS1183,1,26,1967,98.83,93.1,93.1,4.7,Top Customers
72,CS1184,61,28,1999,93.04,96.85,96.85,4.81,Top Customers
73,CS1185,214,27,1801,76.33,95.23,95.23,4.62,Top Customers
74,CS1186,314,19,1439,45.49,56.47,56.47,2.74,Low Value Customers
75,CS1187,284,22,1559,59.96,76.89,76.89,3.72,Medium Value Customer
76,CS1188,0,16,1010,100.0,34.8,34.8,2.23,Low Value Customers
77,CS1189,2,23,1564,97.69,82.07,82.07,4.22,High value Customer
78,CS1190,245,18,1324,72.57,49.21,49.21,2.64,Low Value Customers
79,CS1191,93,21,1522,87.23,70.65,70.65,3.66,Medium Value Customer
80,CS1192,184,18,1313,78.25,49.21,49.21,2.68,Low Value Customers
81,CS1193,516,15,953,4.32,28.31,28.31,1.24,Lost Customers
82,CS1194,153,22,1505,83.11,76.89,76.89,3.89,Medium Value Customer
83,CS1195,282,20,1378,61.61,63.59,63.59,3.16,Medium Value Customer
84,CS1196,30,23,1559,96.56,82.07,82.07,4.21,High value Customer
85,CS1197,362,17,1180,28.72,41.88,41.88,2.0,Low Value Customers
86,CS1198,214,22,1571,76.33,76.89,76.89,3.84,Medium Value Customer
87,CS1199,357,20,1344,30.43,63.59,63.59,2.93,Low Value Customers
88,CS1200,432,21,1667,12.35,70.65,70.65,3.1,Medium Value Customer
89,CS1201,314,19,1375,45.49,56.47,56.47,2.74,Low Value Customers
90,CS1202,155,20,1331,80.68,63.59,63.59,3.31,Medium Value Customer
91,CS1203,310,21,1536,47.85,70.65,70.65,3.36,Medium Value Customer
92,CS1204,309,17,1023,48.5,41.88,41.88,2.14,Low Value Customers
93,CS1205,124,17,1103,84.19,41.88,41.88,2.41,Low Value Customers
94,CS1206,390,24,1514,20.52,86.57,86.57,3.83,Medium Value Customer
95,CS1207,215,18,1310,75.29,49.21,49.21,2.66,Low Value Customers
96,CS1208,92,15,1000,88.44,28.31,28.31,1.87,Low Value Customers
97,CS1209,30,27,1809,96.56,95.23,95.23,4.77,Top Customers
98,CS1210,478,21,1546,7.01,70.65,70.65,3.06,Medium Value Customer
99,CS1211,319,18,1218,42.71,49.21,49.21,2.41,Low Value Customers
100,CS1212,449,17,1200,10.07,41.88,41.88,1.86,Low Value Customers
101,CS1213,359,18,1191,29.72,49.21,49.21,2.31,Low Value Customers
102,CS1214,91,19,1289,89.72,56.47,56.47,3.07,Medium Value Customer
103,CS1215,423,35,2362,13.97,99.93,99.93,4.35,High value Customer
104,CS1216,358,24,1798,30.04,86.57,86.57,3.9,Medium Value Customer
105,CS1217,339,20,1431,37.75,63.59,63.59,2.99,Low Value Customers
106,CS1218,154,24,1687,81.96,86.57,86.57,4.29,High value Customer
107,CS1219,0,21,1447,100.0,70.65,70.65,3.75,Medium Value Customer
108,CS1220,282,9,720,61.61,3.46,3.46,0.61,Lost Customers
109,CS1221,394,19,1372,19.57,56.47,56.47,2.55,Low Value Customers
110,CS1222,305,21,1585,51.16,70.65,70.65,3.39,Medium Value Customer
111,CS1223,124,17,1299,84.19,41.88,41.88,2.41,Low Value Customers
112,CS1224,377,8,578,23.74,2.01,2.01,0.26,Lost Customers
113,CS1225,309,17,999,48.5,41.88,41.88,2.14,Low Value Customers
114,CS1226,316,18,1213,44.33,49.21,49.21,2.42,Low Value Customers
115,CS1227,287,27,1783,57.68,95.23,95.23,4.48,High value Customer
116,CS1228,308,19,1368,49.05,56.47,56.47,2.77,Low Value Customers
117,CS1229,289,19,1194,56.16,56.47,56.47,2.82,Low Value Customers
118,CS1230,30,20,1415,96.56,63.59,63.59,3.43,Medium Value Customer
119,CS1231,416,23,1750,15.35,82.07,82.07,3.6,Medium Value Customer
120,CS1232,386,20,1452,21.55,63.59,63.59,2.86,Low Value Customers
121,CS1233,377,21,1374,23.74,70.65,70.65,3.18,Medium Value Customer
122,CS1234,0,21,1349,100.0,70.65,70.65,3.75,Medium Value Customer
123,CS1235,403,22,1507,17.7,76.89,76.89,3.4,Medium Value Customer
124,CS1236,304,22,1668,51.83,76.89,76.89,3.66,Medium Value Customer
125,CS1237,462,24,1823,8.81,86.57,86.57,3.75,Medium Value Customer
126,CS1238,154,26,1808,81.96,93.1,93.1,4.57,Top Customers
127,CS1239,427,11,771,13.3,8.74,8.74,0.47,Lost Customers
128,CS1240,265,30,2126,68.33,98.88,98.88,4.71,Top Customers
129,CS1241,277,27,1818,65.58,95.23,95.23,4.54,Top Customers
130,CS1242,321,13,943,42.03,17.32,17.32,1.05,Lost Customers
131,CS1243,184,17,1087,78.25,41.88,41.88,2.37,Low Value Customers
132,CS1244,403,21,1492,17.7,70.65,70.65,3.14,Medium Value Customer
133,CS1245,277,19,1321,65.58,56.47,56.47,2.89,Low Value Customers
134,CS1246,557,20,1431,2.74,63.59,63.59,2.72,Low Value Customers
135,CS1247,276,28,1773,66.37,96.85,96.85,4.61,Top Customers
136,CS1248,93,17,1172,87.23,41.88,41.88,2.43,Low Value Customers
137,CS1249,351,23,1846,32.58,82.07,82.07,3.73,Medium Value Customer
138,CS1250,1,24,1625,98.83,86.57,86.57,4.42,High value Customer
139,CS1251,264,14,1035,69.16,22.55,22.55,1.48,Lost Customers
140,CS1252,369,18,1411,26.39,49.21,49.21,2.29,Low Value Customers
141,CS1253,336,17,1399,39.14,41.88,41.88,2.07,Low Value Customers
142,CS1254,265,21,1599,68.33,70.65,70.65,3.52,Medium Value Customer
143,CS1255,124,29,1998,84.19,98.05,98.05,4.8,Top Customers
144,CS1256,475,19,1304,7.33,56.47,56.47,2.46,Low Value Customers
145,CS1257,287,15,1050,57.68,28.31,28.31,1.64,Low Value Customers
146,CS1258,287,22,1458,57.68,76.89,76.89,3.7,Medium Value Customer
147,CS1259,430,22,1679,12.74,76.89,76.89,3.36,Medium Value Customer
148,CS1260,408,26,1941,16.86,93.1,93.1,4.08,High value Customer
149,CS1261,349,26,1943,33.27,93.1,93.1,4.21,High value Customer
150,CS1262,346,16,1040,34.79,34.8,34.8,1.74,Low Value Customers
151,CS1263,61,14,1096,93.04,22.55,22.55,1.66,Low Value Customers
152,CS1264,184,12,959,78.25,12.74,12.74,1.13,Lost Customers
153,CS1265,313,14,1128,46.06,22.55,22.55,1.3,Lost Customers
154,CS1266,215,15,1076,75.29,28.31,28.31,1.77,Low Value Customers
155,CS1267,372,26,1812,25.36,93.1,93.1,4.15,High value Customer
156,CS1268,63,27,1946,90.8,95.23,95.23,4.73,Top Customers
157,CS1269,155,19,1272,80.68,56.47,56.47,3.01,Medium Value Customer
158,CS1270,289,27,1990,56.16,95.23,95.23,4.47,High value Customer
159,CS1271,92,25,1683,88.44,90.27,90.27,4.5,High value Customer
160,CS1272,279,19,1279,64.07,56.47,56.47,2.88,Low Value Customers
161,CS1273,289,25,1800,56.16,90.27,90.27,4.26,High value Customer
162,CS1274,30,20,1381,96.56,63.59,63.59,3.43,Medium Value Customer
163,CS1275,262,18,1321,70.93,49.21,49.21,2.62,Low Value Customers
164,CS1276,1,21,1505,98.83,70.65,70.65,3.74,Medium Value Customer
165,CS1277,350,17,1142,32.9,41.88,41.88,2.03,Low Value Customers
166,CS1278,371,22,1572,25.71,76.89,76.89,3.46,Medium Value Customer
167,CS1279,32,21,1411,94.33,70.65,70.65,3.71,Medium Value Customer
168,CS1280,275,21,1262,67.38,70.65,70.65,3.51,Medium Value Customer
169,CS1281,244,23,1715,73.42,82.07,82.07,4.04,High value Customer
170,CS1282,444,15,1014,10.68,28.31,28.31,1.28,Lost Customers
171,CS1283,124,22,1683,84.19,76.89,76.89,3.9,Medium Value Customer
172,CS1284,30,24,1836,96.56,86.57,86.57,4.4,High value Customer
173,CS1285,185,24,1778,77.31,86.57,86.57,4.26,High value Customer
174,CS1286,155,21,1511,80.68,70.65,70.65,3.61,Medium Value Customer
175,CS1287,512,20,1440,4.56,63.59,63.59,2.74,Low Value Customers
176,CS1288,363,17,1125,28.35,41.88,41.88,1.99,Low Value Customers
177,CS1289,31,19,1355,95.52,56.47,56.47,3.12,Medium Value Customer
178,CS1290,417,20,1625,15.08,63.59,63.59,2.82,Low Value Customers
179,CS1291,32,15,1006,94.33,28.31,28.31,1.91,Low Value Customers
180,CS1292,123,18,1307,85.19,49.21,49.21,2.73,Low Value Customers
181,CS1293,336,21,1625,39.14,70.65,70.65,3.3,Medium Value Customer
182,CS1294,62,30,2129,91.86,98.88,98.88,4.89,Top Customers
183,CS1295,265,22,1487,68.33,76.89,76.89,3.78,Medium Value Customer
184,CS1296,184,21,1505,78.25,70.65,70.65,3.59,Medium Value Customer
185,CS1297,32,12,765,94.33,12.74,12.74,1.25,Lost Customers
186,CS1298,306,21,1561,50.43,70.65,70.65,3.38,Medium Value Customer
187,CS1299,539,21,1552,3.37,70.65,70.65,3.03,Medium Value Customer
188,CS1300,91,18,1309,89.72,49.21,49.21,2.76,Low Value Customers
189,CS1301,287,19,1250,57.68,56.47,56.47,2.83,Low Value Customers
190,CS1302,292,19,1278,53.98,56.47,56.47,2.81,Low Value Customers
191,CS1303,304,22,1634,51.83,76.89,76.89,3.66,Medium Value Customer
192,CS1304,341,15,874,36.93,28.31,28.31,1.48,Lost Customers
193,CS1305,388,16,1031,20.97,34.8,34.8,1.64,Low Value Customers
194,CS1306,0,15,1153,100.0,28.31,28.31,1.95,Low Value Customers
195,CS1307,305,18,1220,51.16,49.21,49.21,2.48,Low Value Customers
196,CS1308,280,21,1487,63.11,70.65,70.65,3.48,Medium Value Customer
197,CS1309,32,12,761,94.33,12.74,12.74,1.25,Lost Customers
198,CS1310,382,15,1103,22.45,28.31,28.31,1.37,Lost Customers
199,CS1311,62,18,1129,91.86,49.21,49.21,2.78,Low Value Customers
200,CS1312,154,16,1353,81.96,34.8,34.8,2.09,Low Value Customers
201,CS1313,32,29,2072,94.33,98.05,98.05,4.87,Top Customers
202,CS1314,724,13,891,0.46,17.32,17.32,0.74,Lost Customers
203,CS1315,336,15,1030,39.14,28.31,28.31,1.5,Lost Customers
204,CS1316,291,26,1726,54.68,93.1,93.1,4.37,High value Customer
205,CS1317,280,16,1146,63.11,34.8,34.8,1.95,Low Value Customers
206,CS1318,278,22,1693,64.91,76.89,76.89,3.75,Medium Value Customer
207,CS1319,350,18,1161,32.9,49.21,49.21,2.34,Low Value Customers
208,CS1320,244,18,1382,73.42,49.21,49.21,2.64,Low Value Customers
209,CS1321,262,21,1668,70.93,70.65,70.65,3.53,Medium Value Customer
210,CS1322,30,26,1964,96.56,93.1,93.1,4.68,Top Customers
211,CS1323,387,23,1595,21.25,82.07,82.07,3.65,Medium Value Customer
212,CS1324,470,24,1611,7.9,86.57,86.57,3.74,Medium Value Customer
213,CS1325,456,18,1209,9.42,49.21,49.21,2.16,Low Value Customers
214,CS1326,185,27,1940,77.31,95.23,95.23,4.63,Top Customers
215,CS1327,303,23,1525,52.49,82.07,82.07,3.88,Medium Value Customer
216,CS1328,421,15,1043,14.27,28.31,28.31,1.31,Lost Customers
217,CS1329,384,17,1158,21.98,41.88,41.88,1.94,Low Value Customers
218,CS1330,216,23,1750,74.35,82.07,82.07,4.05,High value Customer
219,CS1331,183,15,1170,79.38,28.31,28.31,1.8,Low Value Customers
220,CS1332,471,29,2010,7.78,98.05,98.05,4.23,High value Customer
221,CS1333,308,8,625,49.05,2.01,2.01,0.45,Lost Customers
222,CS1334,341,25,1781,36.93,90.27,90.27,4.11,High value Customer
223,CS1335,383,17,1157,22.24,41.88,41.88,1.95,Low Value Customers
224,CS1336,370,24,1696,26.03,86.57,86.57,3.87,Medium Value Customer
225,CS1337,123,22,1668,85.19,76.89,76.89,3.91,Medium Value Customer
226,CS1338,281,18,1436,62.34,49.21,49.21,2.56,Low Value Customers
227,CS1339,321,23,1680,42.03,82.07,82.07,3.8,Medium Value Customer
228,CS1340,363,20,1506,28.35,63.59,63.59,2.92,Low Value Customers
229,CS1341,155,13,1038,80.68,17.32,17.32,1.34,Lost Customers
230,CS1342,263,16,1326,70.02,34.8,34.8,2.0,Low Value Customers
231,CS1343,124,21,1489,84.19,70.65,70.65,3.63,Medium Value Customer
232,CS1344,155,25,1638,80.68,90.27,90.27,4.44,High value Customer
233,CS1345,391,18,1193,20.32,49.21,49.21,2.24,Low Value Customers
234,CS1346,429,15,1072,12.91,28.31,28.31,1.3,Lost Customers
235,CS1347,0,30,2000,100.0,98.88,98.88,4.95,Top Customers
236,CS1348,277,22,1583,65.58,76.89,76.89,3.76,Medium Value Customer
237,CS1349,278,16,1086,64.91,34.8,34.8,1.97,Low Value Customers
238,CS1350,1,27,1996,98.83,95.23,95.23,4.79,Top Customers
239,CS1351,384,21,1505,21.98,70.65,70.65,3.17,Medium Value Customer
240,CS1352,245,20,1424,72.57,63.59,63.59,3.25,Medium Value Customer
241,CS1353,467,19,1408,8.29,56.47,56.47,2.46,Low Value Customers
242,CS1354,669,16,1324,0.93,34.8,34.8,1.49,Lost Customers
243,CS1355,310,23,1507,47.85,82.07,82.07,3.85,Medium Value Customer
244,CS1356,342,24,1740,36.52,86.57,86.57,3.95,Medium Value Customer
245,CS1357,415,26,1775,15.6,93.1,93.1,4.07,High value Customer
246,CS1358,214,19,1408,76.33,56.47,56.47,2.97,Low Value Customers
247,CS1359,282,16,1145,61.61,34.8,34.8,1.94,Low Value Customers
248,CS1360,246,18,1282,71.8,49.21,49.21,2.63,Low Value Customers
249,CS1361,279,19,1470,64.07,56.47,56.47,2.88,Low Value Customers
250,CS1362,61,23,1703,93.04,82.07,82.07,4.19,High value Customer
251,CS1363,463,24,1632,8.67,86.57,86.57,3.74,Medium Value Customer
252,CS1364,93,27,1864,87.23,95.23,95.23,4.7,Top Customers
253,CS1365,279,19,1225,64.07,56.47,56.47,2.88,Low Value Customers
254,CS1366,92,22,1493,88.44,76.89,76.89,3.93,Medium Value Customer
255,CS1367,124,29,2146,84.19,98.05,98.05,4.8,Top Customers
256,CS1368,0,15,960,100.0,28.31,28.31,1.95,Low Value Customers
257,CS1369,308,25,1746,49.05,90.27,90.27,4.2,High value Customer
258,CS1370,403,26,1864,17.7,93.1,93.1,4.09,High value Customer
259,CS1371,480,22,1496,6.8,76.89,76.89,3.32,Medium Value Customer
260,CS1372,392,19,1412,20.07,56.47,56.47,2.55,Low Value Customers
261,CS1373,347,30,1967,34.3,98.88,98.88,4.46,High value Customer
262,CS1374,569,19,1357,2.4,56.47,56.47,2.42,Low Value Customers
263,CS1375,448,17,1165,10.27,41.88,41.88,1.86,Low Value Customers
264,CS1376,62,25,1512,91.86,90.27,90.27,4.53,Top Customers
265,CS1377,405,18,1505,17.25,49.21,49.21,2.22,Low Value Customers
266,CS1378,287,25,1671,57.68,90.27,90.27,4.27,High value Customer
267,CS1379,398,15,1134,18.55,28.31,28.31,1.34,Lost Customers
268,CS1380,155,26,1857,80.68,93.1,93.1,4.56,Top Customers
269,CS1381,427,22,1449,13.3,76.89,76.89,3.37,Medium Value Customer
270,CS1382,0,25,1845,100.0,90.27,90.27,4.59,Top Customers
271,CS1383,377,25,1878,23.74,90.27,90.27,4.01,High value Customer
272,CS1384,244,17,964,73.42,41.88,41.88,2.33,Low Value Customers
273,CS1385,30,22,1478,96.56,76.89,76.89,3.99,Medium Value Customer
274,CS1386,246,14,998,71.8,22.55,22.55,1.5,Lost Customers
275,CS1387,399,18,1238,18.32,49.21,49.21,2.23,Low Value Customers
276,CS1388,292,19,1275,53.98,56.47,56.47,2.81,Low Value Customers
277,CS1389,281,18,1189,62.34,49.21,49.21,2.56,Low Value Customers
278,CS1390,306,19,1210,50.43,56.47,56.47,2.78,Low Value Customers
279,CS1391,0,25,1584,100.0,90.27,90.27,4.59,Top Customers
280,CS1392,336,17,1227,39.14,41.88,41.88,2.07,Low Value Customers
281,CS1393,476,19,1437,7.25,56.47,56.47,2.45,Low Value Customers
282,CS1394,30,28,2046,96.56,96.85,96.85,4.84,Top Customers
283,CS1395,93,22,1704,87.23,76.89,76.89,3.92,Medium Value Customer
284,CS1396,245,25,1852,72.57,90.27,90.27,4.38,High value Customer
285,CS1397,366,30,2156,27.52,98.88,98.88,4.41,High value Customer
286,CS1398,291,20,1354,54.68,63.59,63.59,3.11,Medium Value Customer
287,CS1399,285,26,1832,59.23,93.1,93.1,4.4,High value Customer
288,CS1400,338,18,1193,38.25,49.21,49.21,2.38,Low Value Customers
289,CS1401,303,30,2023,52.49,98.88,98.88,4.6,Top Customers
290,CS1402,292,22,1660,53.98,76.89,76.89,3.67,Medium Value Customer
291,CS1403,335,22,1652,39.69,76.89,76.89,3.57,Medium Value Customer
292,CS1404,312,28,1900,46.57,96.85,96.85,4.47,High value Customer
293,CS1405,281,26,1943,62.34,93.1,93.1,4.42,High value Customer
294,CS1406,303,27,1842,52.49,95.23,95.23,4.44,High value Customer
295,CS1407,275,28,1916,67.38,96.85,96.85,4.62,Top Customers
296,CS1408,503,17,1214,5.2,41.88,41.88,1.82,Low Value Customers
297,CS1409,348,24,1464,33.74,86.57,86.57,3.93,Medium Value Customer
298,CS1410,321,15,1160,42.03,28.31,28.31,1.52,Lost Customers
299,CS1411,318,17,1222,43.19,41.88,41.88,2.1,Low Value Customers
300,CS1412,315,22,1599,44.88,76.89,76.89,3.6,Medium Value Customer
301,CS1413,321,19,1396,42.03,56.47,56.47,2.72,Low Value Customers
302,CS1414,365,20,1437,27.81,63.59,63.59,2.91,Low Value Customers
303,CS1415,336,27,1752,39.14,95.23,95.23,4.34,High value Customer
304,CS1416,244,20,1513,73.42,63.59,63.59,3.25,Medium Value Customer
305,CS1417,312,15,1076,46.57,28.31,28.31,1.55,Lost Customers
306,CS1418,412,14,1053,16.18,22.55,22.55,1.08,Lost Customers
307,CS1419,262,27,1915,70.93,95.23,95.23,4.58,Top Customers
308,CS1420,343,25,1923,36.05,90.27,90.27,4.11,High value Customer
309,CS1421,321,27,1896,42.03,95.23,95.23,4.36,High value Customer
310,CS1422,30,15,1211,96.56,28.31,28.31,1.93,Low Value Customers
311,CS1423,317,20,1182,43.79,63.59,63.59,3.03,Medium Value Customer
312,CS1424,183,24,1753,79.38,86.57,86.57,4.27,High value Customer
313,CS1425,246,23,1688,71.8,82.07,82.07,4.03,High value Customer
314,CS1426,283,21,1538,60.8,70.65,70.65,3.46,Medium Value Customer
315,CS1427,91,15,985,89.72,28.31,28.31,1.88,Low Value Customers
316,CS1428,347,25,1948,34.3,90.27,90.27,4.09,High value Customer
317,CS1429,432,18,1261,12.35,49.21,49.21,2.18,Low Value Customers
318,CS1430,275,21,1440,67.38,70.65,70.65,3.51,Medium Value Customer
319,CS1431,244,18,1257,73.42,49.21,49.21,2.64,Low Value Customers
320,CS1432,265,19,1362,68.33,56.47,56.47,2.91,Low Value Customers
321,CS1433,215,20,1468,75.29,63.59,63.59,3.27,Medium Value Customer
322,CS1434,214,27,1758,76.33,95.23,95.23,4.62,Top Customers
323,CS1435,63,25,1700,90.8,90.27,90.27,4.52,Top Customers
324,CS1436,321,14,977,42.03,22.55,22.55,1.27,Lost Customers
325,CS1437,290,12,880,55.4,12.74,12.74,0.96,Lost Customers
326,CS1438,123,20,1374,85.19,63.59,63.59,3.34,Medium Value Customer
327,CS1439,62,16,1160,91.86,34.8,34.8,2.17,Low Value Customers
328,CS1440,424,22,1577,13.81,76.89,76.89,3.37,Medium Value Customer
329,CS1441,155,20,1351,80.68,63.59,63.59,3.31,Medium Value Customer
330,CS1442,122,20,1225,86.16,63.59,63.59,3.35,Medium Value Customer
331,CS1443,315,24,1876,44.88,86.57,86.57,4.02,High value Customer
332,CS1444,92,23,1756,88.44,82.07,82.07,4.15,High value Customer
333,CS1445,264,23,1526,69.16,82.07,82.07,4.01,High value Customer
334,CS1446,275,15,991,67.38,28.31,28.31,1.71,Low Value Customers
335,CS1447,30,14,1001,96.56,22.55,22.55,1.68,Low Value Customers
336,CS1448,215,16,1239,75.29,34.8,34.8,2.04,Low Value Customers
337,CS1449,264,20,1402,69.16,63.59,63.59,3.22,Medium Value Customer
338,CS1450,246,20,1251,71.8,63.59,63.59,3.24,Medium Value Customer
339,CS1451,282,22,1715,61.61,76.89,76.89,3.73,Medium Value Customer
340,CS1452,370,15,941,26.03,28.31,28.31,1.4,Lost Customers
341,CS1453,437,22,1640,11.65,76.89,76.89,3.36,Medium Value Customer
342,CS1454,282,17,1126,61.61,41.88,41.88,2.24,Low Value Customers
343,CS1455,264,18,1301,69.16,49.21,49.21,2.61,Low Value Customers
344,CS1456,425,20,1363,13.65,63.59,63.59,2.81,Low Value Customers
345,CS1457,353,15,929,31.87,28.31,28.31,1.44,Lost Customers
346,CS1458,30,20,1422,96.56,63.59,63.59,3.43,Medium Value Customer
347,CS1459,357,24,1627,30.43,86.57,86.57,3.91,Medium Value Customer
348,CS1460,276,18,1185,66.37,49.21,49.21,2.59,Low Value Customers
349,CS1461,289,23,1567,56.16,82.07,82.07,3.91,Medium Value Customer
350,CS1462,310,24,1616,47.85,86.57,86.57,4.04,High value Customer
351,CS1463,455,27,1807,9.57,95.23,95.23,4.12,High value Customer
352,CS1464,394,21,1613,19.57,70.65,70.65,3.15,Medium Value Customer
353,CS1465,264,22,1631,69.16,76.89,76.89,3.79,Medium Value Customer
354,CS1466,62,17,1190,91.86,41.88,41.88,2.47,Low Value Customers
355,CS1467,421,18,1233,14.27,49.21,49.21,2.2,Low Value Customers
356,CS1468,123,21,1412,85.19,70.65,70.65,3.64,Medium Value Customer
357,CS1469,153,19,1387,83.11,56.47,56.47,3.02,Medium Value Customer
358,CS1470,32,22,1649,94.33,76.89,76.89,3.98,Medium Value Customer
359,CS1471,0,20,1325,100.0,63.59,63.59,3.45,Medium Value Customer
360,CS1472,92,19,1241,88.44,56.47,56.47,3.06,Medium Value Customer
361,CS1473,265,25,1695,68.33,90.27,90.27,4.35,High value Customer
362,CS1474,351,21,1487,32.58,70.65,70.65,3.25,Medium Value Customer
363,CS1475,317,18,1197,43.79,49.21,49.21,2.42,Low Value Customers
364,CS1476,339,20,1430,37.75,63.59,63.59,2.99,Low Value Customers
365,CS1477,275,18,1185,67.38,49.21,49.21,2.6,Low Value Customers
366,CS1478,352,19,1300,32.23,56.47,56.47,2.64,Low Value Customers
367,CS1479,319,20,1567,42.71,63.59,63.59,3.02,Medium Value Customer
368,CS1480,344,17,1251,35.56,41.88,41.88,2.05,Low Value Customers
369,CS1481,710,13,876,0.56,17.32,17.32,0.74,Lost Customers
