,CustomerName,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
4933,CS6045,214,17,1262,76.33,41.88,41.88,2.35,Low Value Customers
4934,CS6046,279,21,1476,64.07,70.65,70.65,3.48,Medium Value Customer
4935,CS6047,30,20,1251,96.56,63.59,63.59,3.43,Medium Value Customer
4936,CS6048,624,13,824,1.39,17.32,17.32,0.75,Lost Customers
4937,CS6049,30,18,1213,96.56,49.21,49.21,2.82,Low Value Customers
4938,CS6050,153,11,874,83.11,8.74,8.74,0.99,Lost Customers
4939,CS6051,31,13,982,95.52,17.32,17.32,1.45,Lost Customers
4940,CS6052,153,18,1293,83.11,49.21,49.21,2.71,Low Value Customers
4941,CS6053,277,23,1651,65.58,82.07,82.07,3.98,Medium Value Customer
4942,CS6054,154,21,1540,81.96,70.65,70.65,3.62,Medium Value Customer
4943,CS6055,426,22,1533,13.49,76.89,76.89,3.37,Medium Value Customer
4944,CS6056,303,22,1683,52.49,76.89,76.89,3.66,Medium Value Customer
4945,CS6057,32,17,1161,94.33,41.88,41.88,2.49,Low Value Customers
4946,CS6058,216,22,1745,74.35,76.89,76.89,3.83,Medium Value Customer
4947,CS6059,413,22,1657,16.0,76.89,76.89,3.39,Medium Value Customer
4948,CS6060,437,19,1387,11.65,56.47,56.47,2.49,Low Value Customers
4949,CS6061,430,11,915,12.74,8.74,8.74,0.47,Lost Customers
4950,CS6062,345,12,772,35.16,12.74,12.74,0.81,Lost Customers
4951,CS6063,183,16,1169,79.38,34.8,34.8,2.07,Low Value Customers
4952,CS6064,375,22,1721,24.43,76.89,76.89,3.45,Medium Value Customer
4953,CS6065,353,17,1221,31.87,41.88,41.88,2.02,Low Value Customers
4954,CS6066,246,26,1841,71.8,93.1,93.1,4.5,High value Customer
4955,CS6067,2,16,1151,97.69,34.8,34.8,2.21,Low Value Customers
4956,CS6068,411,23,1658,16.34,82.07,82.07,3.61,Medium Value Customer
4957,CS6069,62,25,1559,91.86,90.27,90.27,4.53,Top Customers
4958,CS6070,245,19,1294,72.57,56.47,56.47,2.94,Low Value Customers
4959,CS6071,122,25,1679,86.16,90.27,90.27,4.48,High value Customer
4960,CS6072,246,15,1076,71.8,28.31,28.31,1.74,Low Value Customers
4961,CS6073,154,23,1627,81.96,82.07,82.07,4.1,High value Customer
4962,CS6074,372,18,1311,25.36,49.21,49.21,2.28,Low Value Customers
4963,CS6075,63,18,1168,90.8,49.21,49.21,2.77,Low Value Customers
4964,CS6076,289,22,1642,56.16,76.89,76.89,3.69,Medium Value Customer
4965,CS6077,307,19,1316,49.72,56.47,56.47,2.77,Low Value Customers
4966,CS6078,283,19,1170,60.8,56.47,56.47,2.86,Low Value Customers
4967,CS6079,416,22,1526,15.35,76.89,76.89,3.38,Medium Value Customer
4968,CS6080,312,16,1078,46.57,34.8,34.8,1.83,Low Value Customers
4969,CS6081,281,16,1168,62.34,34.8,34.8,1.95,Low Value Customers
4970,CS6082,262,21,1344,70.93,70.65,70.65,3.53,Medium Value Customer
4971,CS6083,283,22,1359,60.8,76.89,76.89,3.72,Medium Value Customer
4972,CS6084,334,14,997,40.25,22.55,22.55,1.26,Lost Customers
4973,CS6085,153,18,1208,83.11,49.21,49.21,2.71,Low Value Customers
4974,CS6086,353,18,1274,31.87,49.21,49.21,2.33,Low Value Customers
4975,CS6087,307,23,1528,49.72,82.07,82.07,3.86,Medium Value Customer
4976,CS6088,31,15,1039,95.52,28.31,28.31,1.92,Low Value Customers
4977,CS6089,31,20,1361,95.52,63.59,63.59,3.42,Medium Value Customer
4978,CS6090,262,21,1579,70.93,70.65,70.65,3.53,Medium Value Customer
4979,CS6091,344,16,1118,35.56,34.8,34.8,1.75,Low Value Customers
4980,CS6092,377,19,1393,23.74,56.47,56.47,2.58,Low Value Customers
4981,CS6093,348,26,1926,33.74,93.1,93.1,4.21,High value Customer
4982,CS6094,277,21,1343,65.58,70.65,70.65,3.49,Medium Value Customer
4983,CS6095,285,19,1216,59.23,56.47,56.47,2.84,Low Value Customers
4984,CS6096,347,19,1386,34.3,56.47,56.47,2.66,Low Value Customers
4985,CS6097,476,19,1503,7.25,56.47,56.47,2.45,Low Value Customers
4986,CS6098,0,25,1957,100.0,90.27,90.27,4.59,Top Customers
4987,CS6099,264,24,1784,69.16,86.57,86.57,4.2,High value Customer
4988,CS6100,215,18,1264,75.29,49.21,49.21,2.66,Low Value Customers
4989,CS6101,304,21,1453,51.83,70.65,70.65,3.39,Medium Value Customer
4990,CS6102,0,26,1685,100.0,93.1,93.1,4.71,Top Customers
4991,CS6103,348,25,1730,33.74,90.27,90.27,4.09,High value Customer
4992,CS6104,283,21,1383,60.8,70.65,70.65,3.46,Medium Value Customer
4993,CS6105,318,25,1659,43.19,90.27,90.27,4.16,High value Customer
4994,CS6106,344,19,1400,35.56,56.47,56.47,2.67,Low Value Customers
4995,CS6107,277,17,1327,65.58,41.88,41.88,2.27,Low Value Customers
4996,CS6108,472,21,1348,7.63,70.65,70.65,3.06,Medium Value Customer
4997,CS6109,672,17,1071,0.9,41.88,41.88,1.79,Low Value Customers
4998,CS6110,275,16,1046,67.38,34.8,34.8,1.98,Low Value Customers
4999,CS6111,397,21,1558,18.78,70.65,70.65,3.14,Medium Value Customer
5000,CS7112,323,12,512,41.17,12.74,12.74,0.85,Lost Customers
5001,CS7113,92,12,564,88.44,12.74,12.74,1.2,Lost Customers
5002,CS7114,1,15,691,98.83,28.31,28.31,1.94,Low Value Customers
5003,CS7115,214,16,568,76.33,34.8,34.8,2.05,Low Value Customers
5004,CS7116,484,11,563,6.49,8.74,8.74,0.42,Lost Customers
5005,CS7117,397,12,484,18.78,12.74,12.74,0.68,Lost Customers
5006,CS7118,264,13,666,69.16,17.32,17.32,1.25,Lost Customers
5007,CS7119,357,11,464,30.43,8.74,8.74,0.6,Lost Customers
5008,CS7120,277,18,830,65.58,49.21,49.21,2.58,Low Value Customers
5009,CS7121,276,17,834,66.37,41.88,41.88,2.28,Low Value Customers
5010,CS7122,304,12,669,51.83,12.74,12.74,0.93,Lost Customers
5011,CS7123,535,11,463,3.56,8.74,8.74,0.4,Lost Customers
5012,CS7124,305,11,520,51.16,8.74,8.74,0.76,Lost Customers
5013,CS7125,721,8,447,0.49,2.01,2.01,0.09,Lost Customers
5014,CS7126,441,9,454,11.14,3.46,3.46,0.23,Lost Customers
5015,CS7127,215,16,747,75.29,34.8,34.8,2.04,Low Value Customers
5016,CS7128,396,17,677,19.1,41.88,41.88,1.92,Low Value Customers
5017,CS7129,644,11,535,1.18,8.74,8.74,0.38,Lost Customers
5018,CS7130,1,15,691,98.83,28.31,28.31,1.94,Low Value Customers
5019,CS7131,282,11,463,61.61,8.74,8.74,0.83,Lost Customers
5020,CS7132,289,12,542,56.16,12.74,12.74,0.96,Lost Customers
5021,CS7133,285,14,609,59.23,22.55,22.55,1.4,Lost Customers
5022,CS7134,371,10,441,25.71,5.58,5.58,0.43,Lost Customers
5023,CS7135,597,12,565,1.82,12.74,12.74,0.55,Lost Customers
5024,CS7136,431,15,663,12.54,28.31,28.31,1.3,Lost Customers
5025,CS7137,317,9,509,43.79,3.46,3.46,0.48,Lost Customers
5026,CS7138,275,15,706,67.38,28.31,28.31,1.71,Low Value Customers
5027,CS7139,419,11,585,14.62,8.74,8.74,0.48,Lost Customers
5028,CS7140,290,16,715,55.4,34.8,34.8,1.89,Low Value Customers
5029,CS7141,315,19,808,44.88,56.47,56.47,2.74,Low Value Customers
5030,CS7142,367,13,619,27.16,17.32,17.32,0.94,Lost Customers
5031,CS7143,367,11,365,27.16,8.74,8.74,0.58,Lost Customers
5032,CS7144,422,13,677,14.1,17.32,17.32,0.84,Lost Customers
5033,CS7145,404,15,629,17.48,28.31,28.31,1.33,Lost Customers
5034,CS7146,91,11,567,89.72,8.74,8.74,1.04,Lost Customers
5035,CS7147,317,8,353,43.79,2.01,2.01,0.41,Lost Customers
5036,CS7148,345,18,942,35.16,49.21,49.21,2.36,Low Value Customers
5037,CS7149,362,19,857,28.72,56.47,56.47,2.62,Low Value Customers
5038,CS7150,351,8,350,32.58,2.01,2.01,0.33,Lost Customers
5039,CS7151,310,9,405,47.85,3.46,3.46,0.51,Lost Customers
5040,CS7152,61,16,613,93.04,34.8,34.8,2.18,Low Value Customers
5041,CS7153,62,12,558,91.86,12.74,12.74,1.23,Lost Customers
5042,CS7154,262,16,529,70.93,34.8,34.8,2.01,Low Value Customers
5043,CS7155,418,14,424,14.84,22.55,22.55,1.07,Lost Customers
5044,CS7156,338,13,508,38.25,17.32,17.32,1.02,Lost Customers
5045,CS7157,215,12,511,75.29,12.74,12.74,1.11,Lost Customers
5046,CS7158,573,8,319,2.29,2.01,2.01,0.1,Lost Customers
5047,CS7159,123,16,693,85.19,34.8,34.8,2.12,Low Value Customers
5048,CS7160,313,12,542,46.06,12.74,12.74,0.89,Lost Customers
5049,CS7161,0,16,687,100.0,34.8,34.8,2.23,Low Value Customers
5050,CS7162,281,17,616,62.34,41.88,41.88,2.25,Low Value Customers
5051,CS7163,184,11,529,78.25,8.74,8.74,0.96,Lost Customers
5052,CS7164,279,19,860,64.07,56.47,56.47,2.88,Low Value Customers
5053,CS7165,809,7,341,0.26,1.1,1.1,0.05,Lost Customers
5054,CS7166,435,16,594,11.91,34.8,34.8,1.57,Lost Customers
5055,CS7167,381,10,450,22.75,5.58,5.58,0.41,Lost Customers
5056,CS7168,521,7,297,4.04,1.1,1.1,0.08,Lost Customers
5057,CS7169,448,10,471,10.27,5.58,5.58,0.31,Lost Customers
5058,CS7170,265,11,457,68.33,8.74,8.74,0.88,Lost Customers
5059,CS7171,263,13,415,70.02,17.32,17.32,1.26,Lost Customers
5060,CS7172,426,14,594,13.49,22.55,22.55,1.06,Lost Customers
5061,CS7173,311,13,596,47.15,17.32,17.32,1.09,Lost Customers
5062,CS7174,285,16,820,59.23,34.8,34.8,1.92,Low Value Customers
5063,CS7175,314,11,496,45.49,8.74,8.74,0.71,Lost Customers
5064,CS7176,32,12,342,94.33,12.74,12.74,1.25,Lost Customers
5065,CS7177,539,11,481,3.37,8.74,8.74,0.4,Lost Customers
5066,CS7178,293,21,684,53.28,70.65,70.65,3.4,Medium Value Customer
5067,CS7179,491,16,913,5.92,34.8,34.8,1.52,Lost Customers
5068,CS7180,353,15,520,31.87,28.31,28.31,1.44,Lost Customers
5069,CS7181,420,16,759,14.45,34.8,34.8,1.59,Lost Customers
5070,CS7182,489,18,752,6.04,49.21,49.21,2.14,Low Value Customers
5071,CS7183,1,18,846,98.83,49.21,49.21,2.83,Low Value Customers
5072,CS7184,61,21,994,93.04,70.65,70.65,3.7,Medium Value Customer
5073,CS7185,214,18,707,76.33,49.21,49.21,2.66,Low Value Customers
5074,CS7186,314,12,596,45.49,12.74,12.74,0.88,Lost Customers
5075,CS7187,284,17,916,59.96,41.88,41.88,2.23,Low Value Customers
5076,CS7188,0,11,468,100.0,8.74,8.74,1.12,Lost Customers
5077,CS7189,2,19,841,97.69,56.47,56.47,3.13,Medium Value Customer
5078,CS7190,512,13,475,4.56,17.32,17.32,0.77,Lost Customers
5079,CS7191,93,17,626,87.23,41.88,41.88,2.43,Low Value Customers
5080,CS7192,387,12,515,21.25,12.74,12.74,0.7,Lost Customers
5081,CS7193,516,10,565,4.32,5.58,5.58,0.27,Lost Customers
5082,CS7194,619,14,606,1.46,22.55,22.55,0.97,Lost Customers
5083,CS7195,282,9,445,61.61,3.46,3.46,0.61,Lost Customers
5084,CS7196,30,15,657,96.56,28.31,28.31,1.93,Low Value Customers
5085,CS7197,541,12,610,3.28,12.74,12.74,0.57,Lost Customers
5086,CS7198,316,13,665,44.33,17.32,17.32,1.07,Lost Customers
5087,CS7199,357,13,663,30.43,17.32,17.32,0.96,Lost Customers
5088,CS7200,432,14,651,12.35,22.55,22.55,1.05,Lost Customers
5089,CS7201,314,12,702,45.49,12.74,12.74,0.88,Lost Customers
5090,CS7202,316,11,449,44.33,8.74,8.74,0.7,Lost Customers
5091,CS7203,470,12,557,7.9,12.74,12.74,0.6,Lost Customers
5092,CS7204,309,14,622,48.5,22.55,22.55,1.32,Lost Customers
5093,CS7205,265,14,665,68.33,22.55,22.55,1.47,Lost Customers
5094,CS7206,390,15,685,20.52,28.31,28.31,1.36,Lost Customers
5095,CS7207,215,12,604,75.29,12.74,12.74,1.11,Lost Customers
5096,CS7208,92,8,409,88.44,2.01,2.01,0.75,Lost Customers
5097,CS7209,124,16,855,84.19,34.8,34.8,2.11,Low Value Customers
5098,CS7210,478,15,490,7.01,28.31,28.31,1.26,Lost Customers
5099,CS7211,571,13,512,2.34,17.32,17.32,0.75,Lost Customers
5100,CS7212,449,12,542,10.07,12.74,12.74,0.62,Lost Customers
5101,CS7213,448,11,506,10.27,8.74,8.74,0.45,Lost Customers
5102,CS7214,91,12,533,89.72,12.74,12.74,1.21,Lost Customers
5103,CS7215,431,20,827,12.54,63.59,63.59,2.8,Low Value Customers
5104,CS7216,358,21,901,30.04,70.65,70.65,3.23,Medium Value Customer
5105,CS7217,339,13,547,37.75,17.32,17.32,1.02,Lost Customers
5106,CS7218,154,18,825,81.96,49.21,49.21,2.71,Low Value Customers
5107,CS7219,0,13,555,100.0,17.32,17.32,1.49,Lost Customers
5108,CS7220,282,7,331,61.61,1.1,1.1,0.51,Lost Customers
5109,CS7221,433,12,488,12.22,12.74,12.74,0.63,Lost Customers
5110,CS7222,307,13,559,49.72,17.32,17.32,1.11,Lost Customers
5111,CS7223,124,13,667,84.19,17.32,17.32,1.37,Lost Customers
5112,CS7224,377,4,191,23.74,0.05,0.05,0.18,Lost Customers
5113,CS7225,309,10,465,48.5,5.58,5.58,0.6,Lost Customers
5114,CS7226,542,12,435,3.23,12.74,12.74,0.57,Lost Customers
5115,CS7227,287,19,1001,57.68,56.47,56.47,2.83,Low Value Customers
5116,CS7228,765,10,505,0.35,5.58,5.58,0.24,Lost Customers
5117,CS7229,337,12,638,38.69,12.74,12.74,0.83,Lost Customers
5118,CS7230,30,15,753,96.56,28.31,28.31,1.93,Low Value Customers
5119,CS7231,416,16,796,15.35,34.8,34.8,1.59,Lost Customers
5120,CS7232,471,12,498,7.78,12.74,12.74,0.6,Lost Customers
5121,CS7233,436,13,656,11.74,17.32,17.32,0.82,Lost Customers
5122,CS7234,0,17,566,100.0,41.88,41.88,2.53,Low Value Customers
5123,CS7235,405,13,663,17.25,17.32,17.32,0.87,Lost Customers
5124,CS7236,304,16,538,51.83,34.8,34.8,1.87,Low Value Customers
5125,CS7237,482,18,840,6.65,49.21,49.21,2.14,Low Value Customers
5126,CS7238,154,16,653,81.96,34.8,34.8,2.09,Low Value Customers
5127,CS7239,427,7,438,13.3,1.1,1.1,0.15,Lost Customers
5128,CS7240,340,21,787,37.31,70.65,70.65,3.28,Medium Value Customer
5129,CS7241,277,18,785,65.58,49.21,49.21,2.58,Low Value Customers
5130,CS7242,536,7,353,3.52,1.1,1.1,0.07,Lost Customers
5131,CS7243,184,11,493,78.25,8.74,8.74,0.96,Lost Customers
5132,CS7244,403,17,767,17.7,41.88,41.88,1.91,Low Value Customers
5133,CS7245,488,12,512,6.14,12.74,12.74,0.59,Lost Customers
5134,CS7246,619,8,389,1.46,2.01,2.01,0.1,Lost Customers
5135,CS7247,276,19,894,66.37,56.47,56.47,2.9,Low Value Customers
5136,CS7248,93,11,394,87.23,8.74,8.74,1.03,Lost Customers
5137,CS7249,471,14,626,7.78,22.55,22.55,1.02,Lost Customers
5138,CS7250,343,18,721,36.05,49.21,49.21,2.36,Low Value Customers
5139,CS7251,264,12,617,69.16,12.74,12.74,1.06,Lost Customers
5140,CS7252,443,9,413,10.84,3.46,3.46,0.23,Lost Customers
5141,CS7253,396,10,503,19.1,5.58,5.58,0.38,Lost Customers
5142,CS7254,384,13,636,21.98,17.32,17.32,0.9,Lost Customers
5143,CS7255,124,21,821,84.19,70.65,70.65,3.63,Medium Value Customer
5144,CS7256,475,11,362,7.33,8.74,8.74,0.43,Lost Customers
5145,CS7257,287,8,427,57.68,2.01,2.01,0.52,Lost Customers
5146,CS7258,550,12,519,2.9,12.74,12.74,0.56,Lost Customers
5147,CS7259,434,13,692,12.11,17.32,17.32,0.83,Lost Customers
5148,CS7260,492,19,822,5.85,56.47,56.47,2.44,Low Value Customers
5149,CS7261,349,16,700,33.27,34.8,34.8,1.73,Low Value Customers
5150,CS7262,439,13,572,11.46,17.32,17.32,0.82,Lost Customers
5151,CS7263,61,11,501,93.04,8.74,8.74,1.07,Lost Customers
5152,CS7264,184,8,400,78.25,2.01,2.01,0.67,Lost Customers
5153,CS7265,313,11,372,46.06,8.74,8.74,0.72,Lost Customers
5154,CS7266,389,9,296,20.74,3.46,3.46,0.3,Lost Customers
5155,CS7267,543,16,823,3.2,34.8,34.8,1.5,Lost Customers
5156,CS7268,385,17,899,21.75,41.88,41.88,1.94,Low Value Customers
5157,CS7269,155,13,562,80.68,17.32,17.32,1.34,Lost Customers
5158,CS7270,313,19,894,46.06,56.47,56.47,2.75,Low Value Customers
5159,CS7271,92,16,632,88.44,34.8,34.8,2.14,Low Value Customers
5160,CS7272,499,14,640,5.44,22.55,22.55,1.0,Lost Customers
5161,CS7273,289,13,760,56.16,17.32,17.32,1.16,Lost Customers
5162,CS7274,30,13,690,96.56,17.32,17.32,1.46,Lost Customers
5163,CS7275,380,10,480,22.98,5.58,5.58,0.41,Lost Customers
5164,CS7276,92,16,760,88.44,34.8,34.8,2.14,Low Value Customers
5165,CS7277,350,13,544,32.9,17.32,17.32,0.98,Lost Customers
5166,CS7278,545,14,706,3.11,22.55,22.55,0.98,Lost Customers
5167,CS7279,32,15,669,94.33,28.31,28.31,1.91,Low Value Customers
5168,CS7280,406,14,628,17.09,22.55,22.55,1.09,Lost Customers
5169,CS7281,244,13,550,73.42,17.32,17.32,1.29,Lost Customers
5170,CS7282,445,8,357,10.57,2.01,2.01,0.16,Lost Customers
5171,CS7283,124,12,591,84.19,12.74,12.74,1.17,Lost Customers
5172,CS7284,447,19,900,10.46,56.47,56.47,2.48,Low Value Customers
5173,CS7285,185,14,551,77.31,22.55,22.55,1.54,Lost Customers
5174,CS7286,155,12,449,80.68,12.74,12.74,1.15,Lost Customers
5175,CS7287,616,15,704,1.58,28.31,28.31,1.22,Lost Customers
5176,CS7288,483,10,404,6.58,5.58,5.58,0.29,Lost Customers
5177,CS7289,31,10,376,95.52,5.58,5.58,0.95,Lost Customers
5178,CS7290,417,14,704,15.08,22.55,22.55,1.07,Lost Customers
5179,CS7291,32,12,543,94.33,12.74,12.74,1.25,Lost Customers
5180,CS7292,123,11,382,85.19,8.74,8.74,1.01,Lost Customers
5181,CS7293,336,17,670,39.14,41.88,41.88,2.07,Low Value Customers
5182,CS7294,62,23,1078,91.86,82.07,82.07,4.18,High value Customer
5183,CS7295,265,15,788,68.33,28.31,28.31,1.72,Low Value Customers
5184,CS7296,244,14,698,73.42,22.55,22.55,1.51,Lost Customers
5185,CS7297,1005,5,251,0.06,0.24,0.24,0.01,Lost Customers
5186,CS7298,306,14,685,50.43,22.55,22.55,1.34,Lost Customers
5187,CS7299,539,15,735,3.37,28.31,28.31,1.23,Lost Customers
5188,CS7300,478,13,633,7.01,17.32,17.32,0.79,Lost Customers
5189,CS7301,287,14,722,57.68,22.55,22.55,1.39,Lost Customers
5190,CS7302,292,15,649,53.98,28.31,28.31,1.61,Low Value Customers
5191,CS7303,304,18,971,51.83,49.21,49.21,2.48,Low Value Customers
5192,CS7304,341,11,473,36.93,8.74,8.74,0.65,Lost Customers
5193,CS7305,388,13,585,20.97,17.32,17.32,0.89,Lost Customers
5194,CS7306,0,9,370,100.0,3.46,3.46,0.9,Lost Customers
5195,CS7307,762,11,516,0.36,8.74,8.74,0.37,Lost Customers
5196,CS7308,280,17,760,63.11,41.88,41.88,2.25,Low Value Customers
5197,CS7309,32,8,452,94.33,2.01,2.01,0.79,Lost Customers
5198,CS7310,382,8,300,22.45,2.01,2.01,0.25,Lost Customers
5199,CS7311,62,9,421,91.86,3.46,3.46,0.84,Lost Customers
5200,CS7312,154,7,374,81.96,1.1,1.1,0.66,Lost Customers
5201,CS7313,214,15,704,76.33,28.31,28.31,1.78,Low Value Customers
5202,CS7314,724,8,354,0.46,2.01,2.01,0.09,Lost Customers
5203,CS7315,632,12,516,1.34,12.74,12.74,0.55,Lost Customers
5204,CS7316,291,21,1165,54.68,70.65,70.65,3.41,Medium Value Customer
5205,CS7317,470,9,488,7.9,3.46,3.46,0.21,Lost Customers
5206,CS7318,278,16,680,64.91,34.8,34.8,1.97,Low Value Customers
5207,CS7319,350,14,614,32.9,22.55,22.55,1.21,Lost Customers
5208,CS7320,389,10,441,20.74,5.58,5.58,0.39,Lost Customers
5209,CS7321,284,12,411,59.96,12.74,12.74,0.99,Lost Customers
5210,CS7322,464,16,714,8.55,34.8,34.8,1.54,Lost Customers
5211,CS7323,387,17,673,21.25,41.88,41.88,1.94,Low Value Customers
5212,CS7324,470,19,782,7.9,56.47,56.47,2.46,Low Value Customers
5213,CS7325,456,15,840,9.42,28.31,28.31,1.27,Lost Customers
5214,CS7326,216,14,609,74.35,22.55,22.55,1.52,Lost Customers
5215,CS7327,314,16,782,45.49,34.8,34.8,1.82,Low Value Customers
5216,CS7328,421,11,447,14.27,8.74,8.74,0.48,Lost Customers
5217,CS7329,384,11,539,21.98,8.74,8.74,0.54,Lost Customers
5218,CS7330,289,18,665,56.16,49.21,49.21,2.51,Low Value Customers
5219,CS7331,183,13,660,79.38,17.32,17.32,1.33,Lost Customers
5220,CS7332,471,23,1108,7.78,82.07,82.07,3.55,Medium Value Customer
5221,CS7333,362,4,149,28.72,0.05,0.05,0.22,Lost Customers
5222,CS7334,502,17,780,5.27,41.88,41.88,1.82,Low Value Customers
5223,CS7335,383,9,432,22.24,3.46,3.46,0.31,Lost Customers
5224,CS7336,507,18,743,4.92,49.21,49.21,2.13,Low Value Customers
5225,CS7337,123,20,753,85.19,63.59,63.59,3.34,Medium Value Customer
5226,CS7338,281,11,494,62.34,8.74,8.74,0.84,Lost Customers
5227,CS7339,321,18,720,42.03,49.21,49.21,2.41,Low Value Customers
5228,CS7340,531,14,566,3.69,22.55,22.55,0.99,Lost Customers
5229,CS7341,155,9,315,80.68,3.46,3.46,0.75,Lost Customers
5230,CS7342,291,13,536,54.68,17.32,17.32,1.15,Lost Customers
5231,CS7343,124,14,713,84.19,22.55,22.55,1.59,Lost Customers
5232,CS7344,286,17,819,58.52,41.88,41.88,2.22,Low Value Customers
5233,CS7345,427,10,343,13.3,5.58,5.58,0.34,Lost Customers
5234,CS7346,429,10,527,12.91,5.58,5.58,0.33,Lost Customers
5235,CS7347,0,21,982,100.0,70.65,70.65,3.75,Medium Value Customer
5236,CS7348,277,13,676,65.58,17.32,17.32,1.23,Lost Customers
5237,CS7349,278,8,497,64.91,2.01,2.01,0.57,Lost Customers
5238,CS7350,365,17,841,27.81,41.88,41.88,1.99,Low Value Customers
5239,CS7351,442,13,648,11.0,17.32,17.32,0.82,Lost Customers
5240,CS7352,245,16,663,72.57,34.8,34.8,2.02,Low Value Customers
5241,CS7353,505,14,535,5.09,22.55,22.55,1.0,Lost Customers
5242,CS7354,721,13,718,0.49,17.32,17.32,0.74,Lost Customers
5243,CS7355,337,14,695,38.69,22.55,22.55,1.25,Lost Customers
5244,CS7356,342,14,539,36.52,22.55,22.55,1.23,Lost Customers
5245,CS7357,415,15,568,15.6,28.31,28.31,1.32,Lost Customers
5246,CS7358,214,6,279,76.33,0.58,0.58,0.6,Lost Customers
5247,CS7359,318,11,479,43.19,8.74,8.74,0.7,Lost Customers
5248,CS7360,304,13,545,51.83,17.32,17.32,1.12,Lost Customers
5249,CS7361,279,13,460,64.07,17.32,17.32,1.22,Lost Customers
5250,CS7362,61,16,680,93.04,34.8,34.8,2.18,Low Value Customers
5251,CS7363,463,20,846,8.67,63.59,63.59,2.77,Low Value Customers
5252,CS7364,93,21,912,87.23,70.65,70.65,3.66,Medium Value Customer
5253,CS7365,279,15,708,64.07,28.31,28.31,1.68,Low Value Customers
5254,CS7366,92,17,783,88.44,41.88,41.88,2.44,Low Value Customers
5255,CS7367,344,16,762,35.56,34.8,34.8,1.75,Low Value Customers
5256,CS7368,0,11,430,100.0,8.74,8.74,1.12,Lost Customers
5257,CS7369,308,19,909,49.05,56.47,56.47,2.77,Low Value Customers
5258,CS7370,451,17,775,9.88,41.88,41.88,1.85,Low Value Customers
5259,CS7371,524,12,518,3.92,12.74,12.74,0.57,Lost Customers
5260,CS7372,392,14,670,20.07,22.55,22.55,1.11,Lost Customers
5261,CS7373,373,16,778,25.02,34.8,34.8,1.67,Low Value Customers
5262,CS7374,569,13,507,2.4,17.32,17.32,0.75,Lost Customers
5263,CS7375,448,13,617,10.27,17.32,17.32,0.81,Lost Customers
5264,CS7376,342,19,836,36.52,56.47,56.47,2.67,Low Value Customers
5265,CS7377,654,11,409,1.05,8.74,8.74,0.38,Lost Customers
5266,CS7378,287,18,750,57.68,49.21,49.21,2.52,Low Value Customers
5267,CS7379,398,13,628,18.55,17.32,17.32,0.88,Lost Customers
5268,CS7380,155,16,840,80.68,34.8,34.8,2.08,Low Value Customers
5269,CS7381,427,16,833,13.3,34.8,34.8,1.58,Lost Customers
5270,CS7382,309,20,974,48.5,63.59,63.59,3.07,Medium Value Customer
5271,CS7383,377,17,534,23.74,41.88,41.88,1.96,Low Value Customers
5272,CS7384,244,12,566,73.42,12.74,12.74,1.09,Lost Customers
5273,CS7385,30,13,625,96.56,17.32,17.32,1.46,Lost Customers
5274,CS7386,246,9,491,71.8,3.46,3.46,0.69,Lost Customers
5275,CS7387,399,13,467,18.32,17.32,17.32,0.87,Lost Customers
5276,CS7388,307,13,451,49.72,17.32,17.32,1.11,Lost Customers
5277,CS7389,281,14,459,62.34,22.55,22.55,1.43,Lost Customers
5278,CS7390,306,13,599,50.43,17.32,17.32,1.11,Lost Customers
5279,CS7391,0,15,660,100.0,28.31,28.31,1.95,Low Value Customers
5280,CS7392,336,13,517,39.14,17.32,17.32,1.03,Lost Customers
5281,CS7393,509,13,441,4.79,17.32,17.32,0.77,Lost Customers
5282,CS7394,30,25,1198,96.56,90.27,90.27,4.56,Top Customers
5283,CS7395,93,14,485,87.23,22.55,22.55,1.61,Low Value Customers
5284,CS7396,245,16,669,72.57,34.8,34.8,2.02,Low Value Customers
5285,CS7397,466,19,880,8.36,56.47,56.47,2.46,Low Value Customers
5286,CS7398,291,15,766,54.68,28.31,28.31,1.61,Low Value Customers
5287,CS7399,285,17,576,59.23,41.88,41.88,2.22,Low Value Customers
5288,CS7400,338,14,572,38.25,22.55,22.55,1.25,Lost Customers
5289,CS7401,303,17,647,52.49,41.88,41.88,2.17,Low Value Customers
5290,CS7402,292,15,691,53.98,28.31,28.31,1.61,Low Value Customers
5291,CS7403,335,14,729,39.69,22.55,22.55,1.26,Lost Customers
5292,CS7404,312,22,1021,46.57,76.89,76.89,3.62,Medium Value Customer
5293,CS7405,281,19,804,62.34,56.47,56.47,2.87,Low Value Customers
5294,CS7406,425,19,854,13.65,56.47,56.47,2.5,Low Value Customers
5295,CS7407,275,21,736,67.38,70.65,70.65,3.51,Medium Value Customer
5296,CS7408,503,11,549,5.2,8.74,8.74,0.41,Lost Customers
5297,CS7409,348,16,757,33.74,34.8,34.8,1.73,Low Value Customers
5298,CS7410,321,12,585,42.03,12.74,12.74,0.86,Lost Customers
5299,CS7411,666,10,428,0.96,5.58,5.58,0.24,Lost Customers
5300,CS7412,334,10,413,40.25,5.58,5.58,0.54,Lost Customers
5301,CS7413,822,6,349,0.2,0.58,0.58,0.03,Lost Customers
5302,CS7414,415,14,629,15.6,22.55,22.55,1.08,Lost Customers
